Player_ID,Player_Name,Age,Position,Total_Distance_3_Matches_KM,Top_Speed_KMH,Average_Sleep_Hours,HRV_Score,Matches_Played_Consecutive,Training_Intensity_RPE,Previous_Injuries_Count,Injury_Risk
33,Player_33,20,Midfielder,41.48757439062245,33.322850668989396,7.131237836589381,52.0,5,4,2,0
34,Player_34,30,Goalkeeper,37.744626255599314,28.40508486342916,8.90468590304172,76.0,8,4,2,0
35,Player_35,34,Defender,32.05563075843317,35.14344458082351,5.238656152774414,73.0,8,2,4,1
36,Player_36,25,Forward,33.008090654784645,32.22394977102404,7.164646273346671,49.0,2,10,1,0
37,Player_37,18,Goalkeeper,44.38111338209897,29.799863137339727,5.224051819064602,56.0,14,4,3,1
38,Player_38,31,Midfielder,44.144261097107176,33.6890320187313,4.724130807077443,90.0,9,8,4,1
39,Player_39,23,Midfielder,25.381726144645857,33.99706088651331,7.065980751606054,66.0,14,5,4,1
40,Player_40,28,Midfielder,40.277614157632954,28.19529766169838,4.474891725698366,81.0,14,10,2,1
41,Player_41,24,Defender,24.93106665417542,28.73685998219693,7.524127786827936,91.0,4,10,1,0
42,Player_42,31,Midfielder,25.338436947098785,35.29550669101464,,95.0,14,8,2,1
43,Player_43,19,Goalkeeper,36.90232585411442,26.812151421995992,4.640289831210254,53.0,1,6,1,0
44,Player_44,30,Goalkeeper,30.12502746468871,25.463654586592277,7.299984912924147,41.0,14,10,4,1
45,Player_45,33,Midfielder,43.288610177663,29.994608548705042,7.548444477393483,45.0,2,5,0,1
46,Player_46,20,Goalkeeper,22.22524337240022,33.81330890267992,4.173921580562548,65.0,14,4,3,1
47,Player_47,34,Midfielder,32.788141020237326,33.4883491694182,7.440260728009351,31.0,11,10,4,1
48,Player_48,24,Midfielder,42.963038261078026,35.114836918041156,9.031015151941823,91.0,6,9,2,0
49,Player_49,20,Forward,42.60284151198763,30.865207308059443,8.333897063763724,93.0,5,10,3,0
50,Player_50,18,Defender,23.91323033539353,26.10071138723187,4.787110623524792,58.0,12,5,4,0
51,Player_51,22,Defender,29.16594250241141,31.475578717696177,7.554847885381689,60.0,7,10,1,0
52,Player_52,26,Forward,35.478035001167406,33.562351757885324,8.03351500044528,44.0,9,6,2,0
53,Player_53,20,FW,23.984872119285054,26.026609322968092,4.223387210513751,84.0,6,7,4,1
54,Player_54,34,Defender,44.20055430114347,26.899231412073487,9.132086012101736,62.0,6,1,1,0
55,Player_55,28,Midfielder,42.86873321819151,25.13519727271238,9.437604383738982,81.0,2,9,1,0
56,Player_56,18,Midfielder,24.173754475861728,31.530178373914914,9.102713640173551,49.0,7,8,1,0
57,Player_57,26,Defender,23.028886531524634,34.754078311404946,8.947788807934678,,2,5,3,0
58,Player_58,20,MF,22.135212070206634,32.37729647602309,,32.0,13,3,2,1
59,Player_59,30,FW,42.73609160091578,35.8024409635008,7.800592187691761,83.0,7,5,1,0
60,Player_60,32,Midfielder,24.84059524488652,25.69337017749738,8.071762029929511,95.0,8,5,4,0
61,Player_61,31,Midfielder,30.40712321360887,34.93301193666646,8.838371760009899,47.0,12,9,1,1
62,Player_62,24,Goalkeeper,31.221284141300075,33.95475116125348,7.974990750167827,,1,7,2,0
63,Player_63,30,Goalkeeper,34.97527610533919,28.456656725494554,5.966361740092426,64.0,9,2,3,1
64,Player_64,24,Goalkeeper,21.793383593685625,35.70879207020977,6.255766612968124,89.0,8,5,1,0
65,Player_65,32,Midfielder,25.6689654350129,28.167315229885567,9.382344810233754,53.0,9,9,4,0
66,Player_66,29,Defender,43.28725967297315,34.782351962110404,4.102732514782971,68.0,5,2,2,1
67,Player_67,34,Forward,42.71025268171424,34.688234347816085,8.192923487465691,41.0,13,8,1,0
68,Player_68,31,Midfielder,39.532266185142305,33.334233782632694,9.728665314551293,82.0,14,3,3,1
69,Player_69,29,Defender,20.485031140455387,31.19817521194137,8.237369019747842,93.0,4,4,0,0
70,Player_70,25,Midfielder,28.17516921240255,26.32003024578577,9.963471929390693,33.0,1,2,4,0
71,Player_71,31,Forward,35.69896838357269,30.85168907946148,8.125269433169985,34.0,9,9,1,1
72,Player_72,29,Midfielder,26.879755294336892,28.92475881220428,4.206178175301167,45.0,14,6,1,1
73,Player_73,17,Forward,42.73966737634443,33.71438736470887,8.962059289881541,56.0,4,9,0,0
74,Player_74,23,Midfielder,35.84723654581104,33.3394212714653,5.707779471635915,33.0,4,8,2,1
75,Player_75,25,Forward,21.79766793291114,35.01673758109866,6.6763433539866455,77.0,4,9,0,0
76,Player_76,17,Midfielder,42.72513972089257,25.163131786748785,5.872551495442492,37.0,2,5,2,1
77,Player_77,28,Forward,43.94416645440556,33.9001353850535,5.611324637258077,75.0,12,6,1,1
78,Player_78,24,Goalkeeper,21.942810459793137,35.323082584371356,6.588434222018712,73.0,11,7,0,0
79,Player_79,27,Midfielder,33.309005871532875,33.68230494018965,,,13,5,1,0
80,Player_80,35,Midfielder,27.58410705535426,26.432139058574034,7.800031491055536,81.0,4,1,0,0
81,Player_81,33,Defender,29.820976912035057,25.894070153249764,8.878907205925064,63.0,2,9,1,0
82,Player_82,24,Defender,24.491280448883547,25.22929763788471,5.7825319191234446,91.0,8,2,1,0
83,Player_83,19,Forward,34.45180255031031,31.916197484108782,5.282326916932105,50.0,7,7,1,1
84,Player_84,19,Midfielder,43.94948383122227,31.926399170458758,8.001371625222053,53.0,11,8,3,1
85,Player_85,17,Forward,32.57681500679023,35.85605085640034,8.02192039498469,73.0,10,8,0,1
86,Player_86,21,Goalkeeper,22.072864534862028,29.378474915145052,,70.0,2,1,3,0
87,Player_87,26,Defender,35.50003333693521,28.650969133872465,4.095674118719865,58.0,14,10,1,1
88,Player_88,23,Forward,28.505574861281424,31.868674199028316,9.118243972699059,35.0,2,7,4,1
89,Player_89,25,Forward,41.39812973978245,34.08169539758353,7.126013037690141,,2,9,2,0
90,Player_90,23,Defender,30.866953707911755,35.30451344475302,,43.0,1,3,0,0
91,Player_91,25,MF,24.82099022355614,33.83436582796942,4.548228643368489,79.0,13,8,0,0
92,Player_92,24,Forward,24.777640567278624,29.693413786773853,6.595689597232274,81.0,6,8,2,0
93,Player_93,28,Defender,39.21910451802901,31.984056588432708,5.363814443431143,30.0,6,9,3,1
94,Player_94,18,MF,26.639689957684,34.41929259387729,5.525350180495055,41.0,1,8,2,0
95,Player_95,17,Goalkeeper,39.18083485398057,30.396706571429135,7.024570688056165,53.0,11,5,4,1
96,Player_96,32,Defender,25.147182769164985,27.38355308075932,8.874735702418674,,1,5,1,0
97,Player_97,21,Forward,28.042159217532735,26.866957837226604,8.462685580869136,99.0,6,3,2,0
98,Player_98,19,Goalkeeper,31.637174310992485,25.001735190358623,7.545999754515723,32.0,11,6,2,1
99,Player_99,28,Midfielder,43.57989624233627,32.90061794479413,7.236509156520802,,6,10,1,0
100,Player_100,24,Midfielder,43.293285618845616,26.222069297305897,6.56383625940694,82.0,4,3,0,0
101,Player_101,19,Defender,25.171796885557196,27.682230096655346,9.836259841368317,46.0,3,2,4,0
102,Player_102,17,Defender,28.95547603107682,28.276639646750727,7.3611553254054,44.0,14,7,2,1
103,Player_103,19,Defender,23.734984711344307,31.164178461504452,5.523798389873333,68.0,9,10,2,1
104,Player_104,21,Midfielder,32.74962698283743,29.377530050253462,5.380544752240238,33.0,6,3,0,1
105,Player_105,31,Goalkeeper,31.514563767366667,32.42141391225478,7.668118184650851,,1,4,4,0
106,Player_106,30,MF,42.51900406126831,25.61202525261573,7.136965163865573,40.0,3,10,1,0
107,Player_107,19,Forward,43.25013444477682,26.363331136908833,4.046186817728277,41.0,1,8,1,1
108,Player_108,17,Midfielder,29.589184775182304,30.491326538865934,8.980392233174676,61.0,3,1,3,0
109,Player_109,21,Forward,32.293448575474734,28.706612666315127,8.224734125394608,56.0,2,9,4,0
110,Player_110,30,Goalkeeper,42.40590622865333,28.253946990264957,7.970975738068621,73.0,5,6,4,0
111,Player_111,23,Defender,40.167695193626535,25.73730886941275,4.412683946185954,72.0,3,2,2,0
112,Player_112,25,Defender,20.091407783616233,34.85291092222802,6.172335101034949,78.0,7,3,3,0
113,Player_113,31,Midfielder,28.001489104589563,32.61000444737556,9.612293564396717,72.0,8,5,1,0
114,Player_114,31,Defender,30.544356048403145,26.337799725016144,9.175535448048183,32.0,7,6,4,1
115,Player_115,26,Goalkeeper,25.74290709208079,25.715505535108548,5.7132576272172,58.0,2,9,4,1
116,Player_116,29,Defender,24.98929039739847,35.72359786774368,4.942353304594832,64.0,10,2,0,1
117,Player_117,35,Midfielder,20.94461266489199,32.492898054834555,,77.0,10,5,1,0
118,Player_118,23,Goalkeeper,36.08424312674401,29.592016782031155,6.134982272005965,68.0,7,7,0,0
119,Player_119,33,Forward,26.562757262079142,32.71904144831363,8.093358260235947,53.0,10,7,3,1
120,Player_120,20,Midfielder,21.308679460782827,33.31964965128175,9.798608860505919,49.0,3,4,4,1
121,Player_121,21,Forward,25.77448276320159,33.57958422627657,6.1780086998953685,44.0,7,3,3,1
122,Player_122,23,Goalkeeper,40.04784882090316,30.256650362183635,4.373345035913452,47.0,1,8,0,0
123,Player_123,29,Midfielder,41.28722954116367,29.72871033937333,9.385684050054312,89.0,2,2,1,0
124,Player_124,31,MF,32.076656129832564,25.121308926957905,4.227698381439225,70.0,12,5,4,1
125,Player_125,27,Goalkeeper,30.401766760217154,35.19212826656022,9.716595382919998,98.0,10,10,1,0
126,Player_126,20,Defender,44.44634233754454,31.636386662278372,7.987476568054239,40.0,1,5,3,0
127,Player_127,29,Midfielder,25.01411648970175,27.23469330908965,9.650135250651694,85.0,9,1,2,0
128,Player_128,23,Midfielder,25.38398207136521,35.115637613635805,,47.0,13,7,1,1
129,Player_129,35,Forward,27.296679425909993,35.06425091947326,,41.0,13,4,1,1
130,Player_130,18,Defender,24.318932957027183,35.881025808027054,6.929259869658951,45.0,2,10,1,0
131,Player_131,26,Forward,29.484139955104666,34.61462219452876,6.703740487420752,56.0,2,2,4,0
132,Player_132,29,Forward,42.77085567474384,35.97562826602071,5.9889536395292975,46.0,6,8,3,1
133,Player_133,22,Defender,35.38369601571436,27.691548069356,9.745938846332185,60.0,7,4,3,0
134,Player_134,28,Defender,30.298663715306592,34.26474543719158,8.935502392968594,64.0,14,1,4,1
135,Player_135,28,Goalkeeper,43.36026986428037,34.05331139675341,7.96949212825356,56.0,13,8,1,1
136,Player_136,27,Defender,21.21160581189556,27.54034395142807,4.977149749826967,61.0,2,7,1,1
137,Player_137,23,Midfielder,25.256904447546535,26.082813039010897,8.40594044931115,46.0,14,3,2,1
138,Player_138,17,Defender,34.14721512754397,35.773625650453596,8.362074728198344,40.0,4,3,1,0
139,Player_139,17,Goalkeeper,35.38881557982948,28.256270066726714,6.550409041696045,30.0,3,7,0,0
140,Player_140,29,Goalkeeper,20.98893766406533,34.57980969514587,9.548715458284082,78.0,13,2,1,0
141,Player_141,25,Goalkeeper,30.075968947678305,25.04539870142064,5.001867293374063,70.0,5,5,2,1
142,Player_142,19,Defender,36.22884912077182,25.231272879415624,5.604025374469986,49.0,9,7,0,1
143,Player_143,23,Defender,37.451763660085035,30.12458439566005,4.379346035503802,66.0,2,6,2,1
144,Player_144,22,FW,35.95349756290673,27.6258615232857,8.772705749065524,45.0,13,10,2,1
145,Player_145,24,Forward,28.014080609023114,32.58825411779561,7.730556316572383,68.0,5,7,3,0
146,Player_146,25,Midfielder,22.338003089947737,31.221207581247498,5.889641834087497,74.0,8,2,4,1
147,Player_147,21,Forward,30.67781116048335,25.852343771955407,4.9828819815658925,93.0,6,7,2,0
148,Player_148,17,Midfielder,23.218860934201388,26.788911259472886,4.240886620172442,76.0,4,2,1,0
149,Player_149,35,Goalkeeper,43.69059146301667,29.26854197064256,5.000473411755619,52.0,10,7,3,1
150,Player_150,26,Forward,31.879271650565705,27.041644703509764,6.719707878025949,61.0,8,8,0,0
151,Player_151,28,Defender,27.93147935892169,33.71444581968321,5.483061814063637,78.0,3,10,4,0
152,Player_152,31,Forward,39.1576017779725,29.57677259108608,5.553893064591801,48.0,4,8,3,1
153,Player_153,25,Midfielder,32.448714814556595,26.027750535267494,9.253458200006285,96.0,11,5,2,1
154,Player_154,33,Forward,27.750850600311253,30.32777192499337,7.090826040766604,68.0,9,7,3,1
155,Player_155,33,Goalkeeper,40.299193559770046,25.999219991675556,8.375511838770487,89.0,5,8,1,0
156,Player_156,28,Defender,41.67880377502805,26.41831035961799,4.2142656941688585,40.0,6,4,1,1
157,Player_157,23,Midfielder,36.82520415721692,27.635708152310258,6.190980134068172,78.0,12,2,1,1
158,Player_158,18,Defender,21.174110560191682,34.454804757722385,6.875016084372651,44.0,11,7,4,1
159,Player_159,19,Defender,34.1580720041633,35.17073785566269,5.118501131261108,90.0,2,1,3,0
160,Player_160,33,Midfielder,39.082372799932045,34.08883502265276,4.721149248673232,72.0,9,2,3,1
161,Player_161,21,Defender,23.412575302089554,28.674849391596318,9.221822670999055,44.0,8,10,2,0
162,Player_162,33,Defender,25.716768784615084,27.996910852197146,9.63658976259878,34.0,7,7,0,0
163,Player_163,33,Forward,42.06237762670341,31.04071259869263,4.4728401882724445,58.0,9,10,1,1
164,Player_164,33,Defender,20.50304304632685,32.94038476586424,6.094112275254659,91.0,5,1,0,0
165,Player_165,18,Defender,38.8181784456494,35.92710066976193,9.749713768866842,,5,7,0,0
166,Player_166,18,Defender,31.844332312860573,26.447277830668188,4.498970398794789,98.0,11,5,1,1
167,Player_167,21,Defender,31.16930397099017,25.542211989261848,7.8618482372723575,51.0,11,3,1,1
168,Player_168,17,Midfielder,20.17741331237218,32.63791477894798,9.833328225802033,42.0,9,2,2,0
169,Player_169,17,Goalkeeper,40.484955774162316,34.15448361854296,9.869342011488246,79.0,11,7,4,1
170,Player_170,35,Forward,28.995622515914164,34.30983657853066,6.8273399854224595,76.0,5,9,1,0
171,Player_171,18,Defender,33.519140782513574,32.46309903984877,4.976494646694284,58.0,9,9,0,1
172,Player_172,28,Defender,36.93251715839149,35.49417384531106,5.212505889864633,46.0,1,10,2,0
173,Player_173,22,Midfielder,37.5657394109479,30.621052398990457,9.337608370746368,49.0,10,10,3,1
174,Player_174,20,Goalkeeper,43.899501470651806,35.051962781698336,9.470098025978416,35.0,10,8,2,1
175,Player_175,27,Defender,33.28349883091523,35.64593350690675,7.647277863241328,51.0,11,2,1,0
176,Player_176,33,Midfielder,29.99298877436069,34.31873202703419,8.597058396819468,,8,1,1,0
177,Player_177,22,Forward,43.84259066229269,28.40734419584483,,61.0,3,8,4,0
178,Player_178,21,Forward,36.05275587563803,27.15837216287325,7.970929587934642,,13,2,2,1
179,Player_179,18,Defender,27.45375890691389,31.0293207148,8.963661729231635,99.0,8,4,1,0
180,Player_180,22,Defender,23.16160613508928,29.983162254182073,8.112439738241926,78.0,5,4,0,0
181,Player_181,27,Goalkeeper,41.06386253662953,34.65534176412007,7.2040138344849955,59.0,2,2,0,1
182,Player_182,32,Goalkeeper,29.05454006985379,26.10034838173869,5.42173817552894,45.0,9,4,2,1
183,Player_183,32,Defender,36.51174303411078,27.835140674426704,8.463328864711714,94.0,4,7,4,0
184,Player_184,17,Midfielder,31.770410484147455,33.269788389705795,6.840627207029646,43.0,14,6,2,1
185,Player_185,25,Goalkeeper,24.973244494875956,26.044853094750433,5.768750104045056,85.0,14,10,4,1
186,Player_186,22,Defender,35.04216521551163,28.528408554238702,8.811677654450651,66.0,7,6,0,0
187,Player_187,32,Goalkeeper,21.517076723767058,29.258709334593814,8.18028160211817,78.0,12,4,1,0
188,Player_188,19,Defender,30.333561496779808,31.84853176218959,9.6240373787482,79.0,8,2,3,0
189,Player_189,20,Forward,33.66537349159178,26.73945910291301,4.992649840113266,65.0,7,5,1,1
190,Player_190,35,Defender,30.901174352964475,34.46664939384681,7.895135707818959,81.0,11,3,0,0
191,Player_191,19,Forward,38.71680438127477,29.922964590129016,5.465436808529056,52.0,6,3,0,1
192,Player_192,35,Goalkeeper,40.698123863632816,35.08723883068612,9.421497911809851,95.0,14,4,1,0
193,Player_193,23,Defender,39.28107685082945,30.146569049973248,4.5969964855396945,74.0,12,5,1,1
194,Player_194,25,Goalkeeper,20.970323695295054,28.025442848348067,7.9369708386692635,57.0,7,2,0,0
195,Player_195,17,Forward,24.853219261149306,26.560117115564424,8.746514329168178,49.0,4,6,1,1
196,Player_196,24,Defender,33.41518773159436,25.041196041824133,6.129507042188243,78.0,10,6,3,1
197,Player_197,23,Goalkeeper,43.37055101109503,30.85373233483319,9.724828476302855,,1,8,3,0
198,Player_198,34,FW,40.87391937630292,26.178723666196156,9.104384107516225,88.0,5,2,2,0
199,Player_199,24,Goalkeeper,41.06336270879504,29.30900539994296,5.76770979810942,55.0,8,8,3,1
200,Player_200,17,Midfielder,27.580204843991872,31.481989373607952,4.045246556295992,48.0,10,8,0,1
201,Player_201,27,Forward,30.736197426967564,28.032544865929705,5.779943056708365,42.0,6,4,0,0
202,Player_202,34,Forward,31.767648682898436,26.927467216027267,5.687862822824455,91.0,5,7,2,0
203,Player_203,26,Forward,23.93428958374776,33.521937848702756,9.339787645005455,43.0,2,7,4,0
204,Player_204,19,Defender,20.776703256111407,35.414702895097825,9.802727069528485,40.0,10,1,2,0
205,Player_205,23,Defender,43.67257248651292,26.104844596481627,4.422639915821562,96.0,12,1,4,1
206,Player_206,32,Defender,26.01781464158767,26.711493568235085,6.8277689711999,41.0,5,8,4,1
207,Player_207,32,MF,25.998722593090783,35.56013922977991,7.289991991178774,64.0,10,1,1,1
208,Player_208,33,MF,22.084476344218988,25.41562643993471,4.55746996797822,68.0,12,3,3,1
209,Player_209,18,Forward,43.212693798594465,35.753955702055194,6.264986254825136,61.0,3,6,4,1
210,Player_210,17,Midfielder,34.4934278734943,25.051089313934877,5.902494504357704,43.0,13,8,1,1
211,Player_211,32,Goalkeeper,36.67592142813385,34.61035521216465,7.216338125962524,94.0,2,5,2,0
212,Player_212,28,Forward,42.78942218157631,28.380576990865244,7.967145398391628,56.0,14,5,2,1
213,Player_213,21,Forward,28.640504222519738,35.32447743995026,8.2209106629794,89.0,3,4,4,1
214,Player_214,21,Goalkeeper,35.5376827784521,28.48639817499144,4.820530141680325,72.0,4,4,1,0
215,Player_215,25,Forward,20.969986368222187,32.19736953687462,8.87768621166773,94.0,2,7,0,1
216,Player_216,25,Midfielder,24.669313205778234,25.880358267425304,8.071252178744555,84.0,14,6,3,1
217,Player_217,19,Defender,40.781145127248564,27.665627925991128,9.334449500480318,64.0,4,8,4,0
218,Player_218,35,Goalkeeper,39.169208908458394,33.510472811271754,6.6960163566126045,61.0,4,6,0,0
219,Player_219,32,MF,28.766067286428672,30.815544390467018,9.363338576333149,48.0,6,10,3,0
220,Player_220,32,Goalkeeper,29.42026569435531,35.207659679657496,9.194644734136453,68.0,12,7,0,0
221,Player_221,19,Goalkeeper,33.33886083883949,29.716265491754896,6.630455994155618,49.0,5,10,1,0
222,Player_222,17,Forward,20.006025117128363,34.56793602395315,6.286859891757872,57.0,7,10,4,0
223,Player_223,27,Forward,26.031108400950696,29.938509812260612,9.596872089821542,32.0,11,5,0,0
224,Player_224,33,Midfielder,25.205795215205363,35.77173106572184,8.290988407230625,61.0,7,6,0,0
225,Player_225,24,Goalkeeper,26.262073668744087,35.55817819538764,9.569472078628454,87.0,3,1,0,0
226,Player_226,20,Forward,40.14764606333603,28.620503761116883,8.781848673374878,83.0,9,3,4,1
227,Player_227,22,FW,26.99184641366108,34.745160374584835,7.655784635748486,71.0,7,8,1,0
228,Player_228,24,Goalkeeper,24.788033051253706,34.323725116372145,4.695116662022587,44.0,7,3,1,1
229,Player_229,19,Midfielder,32.60658651982579,27.31748437060319,5.748884035474591,91.0,2,1,0,0
230,Player_230,32,Midfielder,41.6411259093183,31.867194408615966,9.81305444259035,60.0,12,3,1,1
231,Player_231,19,Goalkeeper,26.033742595937497,25.799505471487965,5.916532592285227,90.0,10,4,3,0
232,Player_232,34,Midfielder,21.963406069819968,34.203817926418076,4.559529218712225,55.0,3,8,1,0
233,Player_233,30,Forward,28.910118396241618,26.92000471853846,8.245320135515918,98.0,3,9,0,0
234,Player_234,34,Goalkeeper,38.69129561412444,25.77896171524341,8.404025527262105,86.0,12,4,3,1
235,Player_235,18,Forward,33.76726361736986,29.402410050926925,5.712746321722904,49.0,13,7,4,1
236,Player_236,19,Defender,40.419834239358686,31.34614352459608,5.786031876077822,95.0,6,1,2,0
237,Player_237,32,Defender,43.98980369023085,34.40408654415748,6.8133579130527036,50.0,4,9,1,0
238,Player_238,25,Midfielder,39.81656191879043,35.7166677807391,4.1307336985735335,89.0,4,4,3,1
239,Player_239,20,Defender,35.09507697109383,29.8344176382685,8.735938062166982,92.0,1,9,2,0
240,Player_240,17,Forward,32.33353970130951,25.66491615283797,5.902532723644754,80.0,6,3,4,1
241,Player_241,20,Defender,21.001727158706668,33.24027136928458,9.122578612011866,68.0,8,5,2,1
242,Player_242,17,Forward,44.608049470351034,31.21690581846331,,40.0,8,1,4,1
243,Player_243,30,Midfielder,29.587028064376064,29.926804793289094,7.968412198712699,86.0,8,3,0,0
244,Player_244,32,Midfielder,23.80570534792167,28.401957666714086,5.949249202595732,32.0,5,5,0,1
245,Player_245,24,FW,36.66772138491142,30.526383806278893,7.0978993699670205,66.0,10,6,4,1
246,Player_246,23,Defender,27.107207227386482,28.72547564902734,6.668975545587754,54.0,6,8,2,0
247,Player_247,19,Midfielder,34.64445677327619,33.32713054522097,6.033291317492045,50.0,5,1,1,0
248,Player_248,33,Goalkeeper,34.66919769611478,30.98283066141905,9.08881773581907,71.0,4,3,2,0
249,Player_249,17,Midfielder,31.14324552257173,34.645325515695234,6.901042447465992,30.0,12,1,2,1
250,Player_250,32,Defender,40.902965388626065,30.978983061143865,8.99633858678288,52.0,4,5,1,0
251,Player_251,28,Goalkeeper,26.624176538886076,27.62088654673923,4.631310844850946,53.0,4,8,2,1
252,Player_252,35,Defender,31.215814790443353,34.36201070455359,4.846148731602014,76.0,4,4,2,0
253,Player_253,30,Forward,33.442303214774284,31.129409494230483,9.86392183067786,36.0,14,9,3,1
254,Player_254,22,Goalkeeper,36.590618019182486,27.275251419579174,7.526610775636538,67.0,6,6,4,1
255,Player_255,22,Defender,39.59929626263974,31.858585909518442,7.058618040994294,,6,6,0,0
256,Player_256,29,Goalkeeper,29.8701820719564,28.934884414366703,7.1389363788646705,64.0,5,5,4,0
257,Player_257,35,Defender,36.1511736024149,34.28846173521272,5.2916126441971585,91.0,12,10,2,1
258,Player_258,24,Goalkeeper,23.765273826712978,29.98629712511197,8.312223697011838,32.0,11,5,1,1
259,Player_259,18,Defender,43.31620251356196,32.99085493918158,4.508683742378526,49.0,14,7,1,1
260,Player_260,17,Forward,29.57647016052509,26.05089828399861,7.4399422786181395,73.0,11,8,0,0
261,Player_261,31,Goalkeeper,38.23803554941096,29.356267809325807,7.424612779515408,61.0,9,7,0,0
262,Player_262,17,Goalkeeper,20.508527047054443,35.815655801196385,9.485130544801066,55.0,8,1,0,0
263,Player_263,21,Goalkeeper,25.129678572620175,33.89306318424863,7.157096860629162,77.0,10,1,1,0
264,Player_264,32,Goalkeeper,32.17706360808945,26.759348826036216,4.822376175845077,34.0,6,10,2,1
265,Player_265,35,Forward,41.95631169330866,28.055404544249807,7.436519555488975,88.0,11,6,0,1
266,Player_266,20,Goalkeeper,33.18137874876693,28.62797389741997,4.547965866191994,90.0,9,3,0,1
267,Player_267,19,Midfielder,43.24676205734698,32.154021165449905,5.22276301179953,78.0,5,9,1,1
268,Player_268,33,FW,32.09492241456991,33.32694235438621,4.186651505124496,59.0,10,7,2,1
269,Player_269,33,Midfielder,32.26122741839875,33.244792696887004,7.07976149475699,46.0,4,2,0,0
270,Player_270,28,Goalkeeper,22.993669712513295,30.60861461937043,4.507195691761434,99.0,14,3,2,1
271,Player_271,30,Defender,40.06640610380549,33.91902591621967,6.816366271187974,87.0,6,8,3,1
272,Player_272,22,Midfielder,26.17413531167656,29.807858910332225,9.597670211944864,,4,1,0,0
273,Player_273,19,Goalkeeper,42.49031223430788,26.36268621825118,8.318568478115992,90.0,8,5,0,0
274,Player_274,25,Midfielder,42.770605508259905,31.208860258191947,4.464470045351758,,7,10,1,1
275,Player_275,21,Goalkeeper,43.58275279685374,35.475315230612175,5.345258873253059,44.0,5,1,3,1
